CPF,horas_atuando,duble_cpf,seguidores_instagram,seguidores_twitter
19601269629,50000,46854639020,57613,78652
73750052296,20000,54724492458,93751,28330
36317428906,50000,32226151564,31595,1291
42349254102,12000,22274576695,74423,23941
12091011208,100000,85666401375,2316,91356
90343583918,100,28772796343,17155,73661
94753964136,500,29736124572,46543,39968
76507142420,15000,42051986744,58195,85149
64304636961,100,36780913775,37132,83022
74632095217,50000,49861518023,35366,40604
15714256212,2500,52455697825,13109,47711
76284335009,100000,77679614604,92140,34851
91068860771,12000,,58022,32763
72707973657,100,23472732139,91583,86012
21269935896,1000,77525186442,85648,60766
75436330792,20000,68860899093,51884,45568
56271874507,1000,94913677028,15604,57345
60849909872,50000,74196316143,29759,5294
81490404683,100,,9868,55424
16783302806,20000,71841192202,49512,27947
45098021598,500,76470065965,97734,94174
59324296484,12000,25280823646,51482,72245
78676424958,2500,,58232,20555
71964949163,50000,30293523599,47898,61646
40112681079,15000,68109122975,77488,5697
61450125275,2500,95873689059,68444,97482
65647613926,500,77381628542,51376,21350
78197805264,12000,91006119196,17244,9770
63123868408,100,92537486136,55255,85737
55837294561,1000,,25258,37488
47503603858,15000,55018479289,18996,37478
28252586700,100,,28248,89826
10219267338,2500,,57038,33905
91992262141,2500,64740436192,25877,23468
60236536002,5000,,72371,3724
62851682858,100000,14764562734,17276,47172
67694371181,1000,15479563865,88254,36479
79959704396,50000,52565046605,96194,36270
77866408606,50000,,74978,64316
49923992663,50000,22905238901,30224,63403
44944599070,500,33045417595,61044,42300
41964821510,12000,32491253736,61280,10051
28598789080,2500,12375665361,37563,66072
82087172986,2500,,26895,57168
15061890889,15000,11582951170,53827,35887
80964936536,100,41097955287,96907,77955
51767209118,5000,,32554,46763
67108205133,5000,30108930786,94164,84281
24896262853,500,,91384,79653
93415956183,2500,,63339,9350
60530062420,100000,25167207124,29366,85912
56776834546,1000,11258919773,86145,19096
26101296857,20000,,60780,10556
71099304737,2500,,21453,67951
73668633699,100,73116207672,81873,56274
52774353118,5000,51763451948,7693,96962
14173686111,15000,20758726629,58110,72003
74437407299,100,22289291020,29428,92820
95754401829,12000,71339330847,46723,42095
64205513146,20000,20782336361,11024,25922
38257941709,20000,,38540,58701
20332312875,5000,73852802624,57182,41125
26776618755,100000,45432195546,89636,76370
75589116244,500,,11985,98410
70574337339,2500,91117102924,5308,4927
53519309766,2500,48386980348,93307,48472
98382420180,100000,94932776108,84054,60726
90823930418,100000,,13123,67703
52027106061,20000,47447818570,92213,45138
54451022663,500,,29585,51683
45963906913,5000,30912254007,94770,37197
62669468201,1000,,57901,91851
66374748985,12000,,41645,24451
54036938144,12000,71675452344,71258,76271
95451424848,1000,,66071,5288
86491017730,100,90810833295,53172,27694
40620257493,50000,87909256775,97857,25168
62894343857,1000,,83723,43736
87224466891,100000,74398148727,7720,90773
90882144755,12000,,34909,36550
97970386437,20000,44066475936,34859,41600
55328976107,12000,,38058,8855
96230880578,50000,84025265669,24506,11487
69194657912,2500,,80812,76769
14064728193,12000,93050559979,57736,80372
11776465153,12000,91677504201,20988,49364
42743823638,1000,,62209,540
78380275742,500,,93063,17859
70967394146,5000,83987897866,43833,47688
46854821185,1000,,22659,32241
71653264183,100,32990399957,91745,96820
45917470338,100,,628,72255
16130808856,50000,,10915,13031
16646332475,2500,92512309737,40064,99477
42978785239,5000,,88947,14367
55311694766,500,15754733596,66140,86124
11916219453,5000,18290741751,45599,91503
33212958345,12000,84332836345,56213,91903
43426240619,5000,64838302612,11068,26904
49329129468,1000,,438,12467
15057123986,500,,92478,20700
57262955233,500,,36378,76000
70643920588,2500,,16919,58710
78320818595,500,,15864,38201
42006522334,2500,59510314303,75741,60820
92955408966,2500,,98916,30132
99343812073,50000,54026918725,59232,95214
17289702372,50000,38041585570,63798,63903
36446295994,12000,48257013928,23995,44072
53733235088,15000,,29082,98451
34771907834,12000,,89113,60175
84972241983,100,59336917089,46334,25550
14409138729,12000,42848881402,1323,63509
88141990262,1000,93841353577,83614,90232
26330486192,20000,94350372206,68647,70433
74168188197,5000,96310880795,95684,49616
73476412051,100,,32544,88984
68437127369,12000,,10310,34775
60813302320,50000,98455239579,61424,29432
21428997986,5000,,64775,48570
66053060691,12000,14179316512,68088,70095
56095957869,100,93265861739,21501,13329
26255437718,1000,,20246,51353
13865573717,500,,24387,19591
72972671638,12000,48080923479,4280,25516
20165035973,50000,38441390851,81089,71871
37887858384,5000,,75334,89205
79044318939,1000,73584586304,38263,75369
19853965343,500,46931644753,44405,99013
82231515340,15000,93465038753,44826,42526
59891637626,12000,55667706439,26104,22295
39616961031,20000,34438901817,52058,52020
90524168092,5000,,88794,22576
75277448421,2500,,9985,2974
43642932767,1000,,30999,30717
81005568792,50000,48948058886,17767,51960
58996995797,1000,,42934,21891
35073592026,100000,39011440910,32343,88417
94036732915,50000,,71347,21704
23324242923,500,12065749065,93633,82154
36207940670,100,10353503168,35641,20624
30819517825,500,69381037928,63830,50749
18971105005,20000,15171500268,18228,42584
95176952918,12000,66266696431,38962,24778
87480264778,20000,,93545,58214
40048984340,2500,79570502001,96626,88915
36837953989,20000,68685329136,23667,65448
17553128993,2500,,10960,84192
91689094106,1000,23126010472,94830,60329
20565333465,500,51391944416,70262,92003
55590479761,50000,39102794011,38459,11955
24530085628,12000,,18826,39537
44417973085,50000,14648388450,70882,79431
21322907796,50000,95102073618,34218,22365
66898994789,100000,60474060193,95347,1107
84232127657,100,55902244783,77210,15896
72329498690,15000,,50996,9066
60324494571,500,61099646224,3028,68412
82203747630,1000,,6202,2499
59118868596,5000,29612938478,90041,39473
18398372494,50000,99762755592,49625,92440
41676334600,100000,17886300802,7041,73558
33507766376,2500,74304949986,20370,22275
22979022316,1000,43776804270,68373,68457
56423974614,50000,78213866319,67610,30851
59355855612,12000,25364667716,31915,28340
32127405151,500,,5325,22309
54867339948,1000,,74615,96761
58734743208,50000,,1945,27137
80523220424,50000,35222416878,59917,15983
21650789388,500,28129591444,85657,28567
12841087470,20000,59146897294,79538,26271
76066958257,2500,86467561041,49901,23971
48473759936,5000,,74440,36289
34010408951,12000,41795228620,9999,84670
70368987520,500,44179381388,44632,22008
73584846241,100000,24111489004,63735,40960
93943271193,500,25553175056,57433,81389
97260009489,20000,79995555563,56835,39274
24117199766,1000,32475933831,61989,78976
73384489269,15000,16504713841,90821,41896
80433044315,500,,9518,42372
62361354454,50000,26661718434,66016,7986
86427955271,50000,14904042041,5362,50439
80988480138,20000,45653649058,28972,85210
63374241493,50000,48861105099,95720,30588
73303133813,100000,,237,4916
92823139631,15000,34203198720,12421,82966
19509822710,2500,10324306622,49907,91822
51975182359,5000,,43445,53158
64448605442,1000,,88011,28893
84317793356,1000,56790338599,23783,17420
93493540775,500,,22840,86483
42894193222,500,,27915,92222
38163283987,1000,50534939429,68275,22833
85037932633,100000,,69326,25337
55877517682,2500,19309711648,6650,4788
24570664793,12000,,89929,61320
28524507541,1000,82889293499,81845,58662
32078068628,12000,,14432,34281
68430631503,20000,88611408090,35794,32067
45537548195,1000,20274355800,81313,73528
88401117299,1000,,57862,22758
85057370616,50000,56965095734,72671,72234
54665520918,100,,27547,13
36661975141,15000,41676334600,48761,88539
11816991626,100,,36105,882
21239693033,12000,57819760298,92536,35535
61864559676,100,81729889679,77642,63845
23186884337,500,12611916878,40205,94644
24433807129,2500,,62103,65809
59457080375,100,19930314706,75106,47393
95671556866,100000,,85656,27809
27247050560,1000,25831070043,42756,1223
64911866154,500,46940048861,8910,29293
90703957716,5000,,24635,4736
72553834887,15000,65033984459,4556,20716
55371403719,15000,,47523,20555
29379322245,2500,63734492508,19556,66321
40277719010,50000,,11657,236
39376494281,15000,,99310,97415
74511543509,5000,46177555196,82554,70626
71439889896,15000,,84332,38747
18981122251,5000,98352045089,52986,34493
97707765025,5000,81298013289,9666,72356
89446312371,12000,,85350,31409
33737337970,2500,80329825709,40454,35510
98518309198,5000,19864468057,27281,36333
35920585651,50000,,16552,98337
83027227336,100,79084226384,26953,84305
34452765550,5000,11167557203,44212,43955
61503851394,15000,11212504651,11034,48483
79208030809,2500,22208344545,93830,38556
69150693181,15000,53657074407,97042,92062
81548618466,15000,49105185434,96879,54664
16244409593,500,13974156150,22160,23653
55087151521,100,39102794011,54896,786
94520248371,2500,89118131078,93851,4487
85725991572,12000,93523576526,28456,89752
21390209100,500,,55806,88601
69250739676,20000,55754274033,84436,37628
51094894754,50000,91199824678,5844,78981
62689144660,12000,88244456702,33370,23707
80123327301,50000,26550081923,63089,37902
29861727129,12000,19078611346,25459,6195
41014657717,20000,23373480395,11492,32067
56985301183,500,12798023789,97343,86582
28543485930,100000,85627302588,21368,1538
13341187350,2500,,10913,41398
41091053434,100,,70493,72064
85895615409,2500,20864155671,71980,85954
16668989608,20000,10520344475,11013,70199
62554772724,1000,,40351,96691
31791558452,20000,84269573876,25631,82827
14581608541,15000,33753263434,73371,22120
31585982829,1000,85268419299,22008,72882
64130368505,1000,24796889000,25557,70732
62466318874,2500,,67350,57497
67305094773,100,,16787,33473
43605376418,15000,95086835940,63717,19177
19780163065,2500,88733731094,52570,45305
37776339983,1000,,43363,28634
52030790839,15000,,36206,17686
68643141100,500,83754235536,51846,29667
79475907616,12000,26688025734,20843,78111
55696479373,5000,,13703,6225
31906481325,1000,52121466031,94969,47569
28926045497,500,,24073,88296
93281797902,20000,,26821,5613
20449277118,15000,32514991722,3079,40311
16876410424,12000,,718,56877
21763466520,5000,39287655138,15181,72681
70811937753,50000,,31145,24157
76171836430,500,75663186447,87307,74636
27685760298,12000,98774499941,40558,82393
67536863392,100000,30080547948,73518,8121
15545126431,5000,,9997,95125
25835173268,50000,,51039,13181
42680222385,1000,63133099573,90155,4083
84469692098,1000,91869139127,82445,9126
68425063176,2500,69452469757,7591,39621
25503256437,100,,43208,34173
87402990562,15000,,66862,62910
61388478802,100000,,43813,75158
25523196130,100000,90746288069,14583,44114
65295918185,5000,54562815460,64304,96099
62293716697,5000,64701334801,13441,71988
95520602268,500,39369668175,36644,87020
81993475469,100,,66451,77294
95761159098,100,18079556370,49230,48199
44175073912,5000,,13904,98805
56099709666,100,90141629210,28320,18842
48709925006,100,52983569576,67040,72993
44935480377,5000,32483285119,12482,32583
27194502885,50000,11667075248,45161,13929
12696484316,500,77767906626,59551,2806
30343241351,20000,,32218,25548
66322765292,15000,18079556370,67684,76345
57485185752,15000,,27871,68154
57379558198,2500,,57302,60856
31873872158,20000,,98377,67511
92064746862,500,,5148,68396
82805431732,100,97719507631,53711,86229
42932591515,20000,43691796909,36407,87792
55779571610,2500,71016269672,38194,77573
71577533132,50000,61571114401,64228,98800
25329077740,2500,,87330,28164
24221407002,15000,57659653904,2181,94288
85129857255,1000,74378806781,34454,2025
90472010285,50000,,17685,55739
49304901482,1000,44734878659,80140,12155
79615978296,12000,75862969783,39906,50003
34107129964,12000,,76323,56521
70617799594,500,,81102,96262
22498312518,2500,49860317461,9538,70706
51399899036,20000,,21161,35935
14109072523,100,16982001246,93828,83139
80349610696,12000,,42509,15518
93779950611,12000,,14636,43990
30835536856,2500,11147560486,84480,51565
33956818872,1000,65363310019,85911,85890
60781022285,500,35823179510,52419,44321
58173916424,50000,,65575,67523
25820666028,12000,86284923959,74201,12736
10030285669,2500,46386576546,28876,89838
57284223556,5000,92370831425,83168,41442
46006132299,1000,25412153852,36608,36610
40509004705,50000,,37211,71753
21492539827,12000,19547112587,21081,30354
10866191154,100,19550822260,85182,92429
95068458592,20000,58714679660,81027,48314
22435685433,50000,10896841617,86726,21737
91016736712,500,,33614,68358
26266831225,5000,24153184864,95643,20496
88318745925,1000,,31969,42052
78006086970,100000,,14171,97065
95526317361,100,,95765,38193
16736390489,100000,,50941,85438
85518929143,100000,61305518029,97295,35798
26345836107,100,,6449,38056
36023040746,100000,,36144,18236
75124443159,20000,70643920588,82574,16338
76277307594,500,69431996754,90997,17971
22491489462,12000,,56254,78077
40516410261,100000,,7353,93271
93079279420,50000,,81408,37345
58191641294,20000,,74532,57099
33738674451,100000,43614014977,49628,79145
67119819042,100000,,7028,42410
69073222026,50000,61110749048,92131,90683
97376217505,5000,,12000,84125
76723117671,1000,94187854921,14468,89251
11309928185,15000,60857948000,82618,34807
45153485093,5000,88764092099,32758,20254
77746777916,20000,32190170102,16971,75560
20875300030,20000,84178098092,92447,29027
23677408268,12000,64186116264,43372,40850
33584885973,20000,21776524070,96685,64107
60903943223,2500,,55163,682
12253466687,15000,10510731411,55962,18832
49673072510,100,,51343,16224
72561562006,2500,,31046,71973
81056435660,12000,,1789,75427
48350320191,12000,,21319,39437
17576810727,15000,84913681401,74479,22151
62750209272,15000,42468352936,94187,92344
57615048583,12000,81387615906,80856,98352
31297387239,1000,,42121,24482
63761658913,5000,94107233817,64408,82186
19610765489,5000,74025246959,48878,34637
32784056880,5000,36703410457,67808,57729
41386756381,100000,96310880795,24548,8928
92459247500,15000,,95544,77871
