CPF,codicao_socioeconomica,regiao_geografica,posicao_politica,religiao
93549766223,classe alta,centro oeste,esquerda,espirita
39979510160,classe alta,sul,direita,catolico
46763864231,classe media,norte,direita,budista
86250363304,classe baixa,centro oeste,direita,judeu
34384112617,classe baixa,centro oeste,direita,catolico
38336318882,classe media,sul,direita,judeu
70026141614,classe media,nordeste,centro,espirita
20361468380,classe baixa,nordeste,direita,espirita
79207359897,classe media,nordeste,centro,espirita
52734475423,classe media,sudeste,direita,judeu
95318932862,classe alta,nordeste,direita,catolico
12439745537,classe alta,sudeste,esquerda,budista
92264770463,classe alta,sudeste,direita,espirita
59699754492,classe alta,sul,esquerda,catolico
24112964707,classe alta,sudeste,direita,budista
97127388547,classe media,sudeste,esquerda,judeu
23835370949,classe alta,nordeste,centro,judeu
96759159047,classe alta,nordeste,direita,espirita
70384240275,classe media,sul,direita,judeu
91780055450,classe media,nordeste,centro,budista
60628383852,classe baixa,centro oeste,centro,judeu
74917804749,classe baixa,norte,centro,espirita
17795902188,classe media,nordeste,centro,budista
38255141070,classe alta,sudeste,direita,catolico
24843280220,classe alta,sul,esquerda,espirita
62596079469,classe baixa,norte,direita,judeu
98809356930,classe alta,sul,esquerda,espirita
50823235162,classe baixa,nordeste,direita,judeu
97617479562,classe alta,sul,esquerda,catolico
15973332570,classe baixa,centro oeste,direita,espirita
92320439957,classe baixa,centro oeste,centro,judeu
26866158551,classe alta,nordeste,esquerda,espirita
34220984615,classe alta,nordeste,centro,catolico
53400574582,classe media,centro oeste,centro,judeu
30558670427,classe media,norte,direita,espirita
10150034838,classe baixa,sul,direita,catolico
38790170879,classe baixa,norte,esquerda,judeu
91654867396,classe media,centro oeste,direita,espirita
28884387172,classe media,sudeste,centro,catolico
32921975423,classe alta,norte,direita,budista
92328984282,classe media,nordeste,centro,judeu
86035202273,classe baixa,sul,direita,budista
49767738545,classe alta,norte,direita,espirita
88318684651,classe media,nordeste,direita,espirita
34499253866,classe media,sudeste,esquerda,espirita
44240845338,classe baixa,norte,centro,catolico
60357980956,classe alta,sudeste,direita,judeu
28615091584,classe baixa,nordeste,centro,budista
54168573190,classe alta,norte,esquerda,judeu
65492567600,classe media,sudeste,esquerda,judeu
40006165888,classe baixa,centro oeste,direita,espirita
73337308820,classe alta,centro oeste,direita,catolico
21793555083,classe baixa,centro oeste,esquerda,espirita
80564543267,classe alta,centro oeste,centro,espirita
31140271774,classe media,sul,direita,catolico
68357520825,classe alta,nordeste,centro,catolico
14737699125,classe baixa,norte,esquerda,espirita
11253019736,classe alta,sudeste,direita,espirita
82678550869,classe media,centro oeste,esquerda,judeu
21591537546,classe media,nordeste,direita,judeu
32080467907,classe media,centro oeste,centro,judeu
21680655384,classe alta,centro oeste,centro,catolico
66024147218,classe media,centro oeste,direita,budista
25109198408,classe alta,norte,centro,budista
89272889363,classe baixa,sudeste,esquerda,espirita
82621407290,classe alta,sudeste,direita,budista
64969203127,classe baixa,norte,direita,budista
55017848532,classe media,centro oeste,direita,judeu
90451747784,classe baixa,sul,centro,judeu
48840304644,classe media,norte,centro,catolico
78627759697,classe baixa,sul,esquerda,judeu
73364024048,classe alta,centro oeste,esquerda,judeu
79664627737,classe alta,sudeste,direita,judeu
25315506341,classe alta,centro oeste,esquerda,catolico
52700293282,classe baixa,sul,esquerda,budista
36352534222,classe alta,norte,esquerda,catolico
44061930208,classe alta,norte,centro,espirita
77219499493,classe alta,centro oeste,centro,espirita
60620634381,classe baixa,sul,esquerda,budista
83995925923,classe media,norte,esquerda,espirita
41881837092,classe alta,nordeste,centro,espirita
68776423132,classe alta,norte,direita,espirita
56296576866,classe media,centro oeste,esquerda,judeu
71849800299,classe baixa,norte,centro,budista
41910071657,classe baixa,sudeste,direita,budista
43258167188,classe media,sudeste,centro,espirita
22618236814,classe media,centro oeste,esquerda,espirita
11447990341,classe alta,sudeste,centro,catolico
10238375725,classe baixa,norte,esquerda,judeu
82990752005,classe baixa,sudeste,esquerda,judeu
81377513234,classe alta,sul,direita,budista
26111333738,classe alta,sul,centro,catolico
89704369875,classe media,norte,direita,budista
62816977290,classe alta,sul,centro,catolico
74999046165,classe alta,norte,direita,catolico
56270986547,classe media,sul,esquerda,judeu
84754904451,classe media,sudeste,direita,catolico
55762639606,classe media,sul,centro,budista
59151418855,classe alta,sudeste,direita,catolico
54679467705,classe media,centro oeste,esquerda,budista
43106129896,classe baixa,sul,esquerda,espirita
12040959199,classe media,centro oeste,direita,judeu
44301759550,classe alta,centro oeste,esquerda,espirita
78175978543,classe baixa,centro oeste,direita,catolico
78711988746,classe alta,norte,centro,judeu
77637637609,classe baixa,sudeste,direita,espirita
10715058292,classe media,sul,esquerda,espirita
25637136993,classe alta,sul,centro,budista
90586429040,classe media,sudeste,esquerda,budista
71105109124,classe media,centro oeste,direita,catolico
50379794524,classe alta,sul,esquerda,budista
41199238709,classe media,norte,direita,catolico
80648184980,classe media,norte,esquerda,judeu
94974261767,classe baixa,centro oeste,centro,judeu
19742800547,classe alta,centro oeste,esquerda,judeu
92725511099,classe media,sul,centro,budista
37754239898,classe alta,nordeste,centro,espirita
78812017884,classe media,centro oeste,centro,espirita
67632660053,classe alta,norte,centro,catolico
78475709470,classe alta,sudeste,esquerda,espirita
97035431224,classe media,sudeste,direita,catolico
43242544455,classe media,sudeste,esquerda,espirita
53808468931,classe baixa,norte,direita,budista
54498104301,classe alta,sul,esquerda,budista
37062987975,classe media,sul,esquerda,catolico
42672825488,classe alta,sudeste,esquerda,catolico
84301184039,classe alta,sul,centro,espirita
13615362350,classe alta,nordeste,direita,budista
60790230240,classe baixa,norte,centro,judeu
69506640656,classe baixa,sudeste,esquerda,espirita
76354542244,classe media,sudeste,esquerda,espirita
77220166990,classe baixa,sudeste,direita,budista
25254029028,classe baixa,sudeste,centro,budista
10188962835,classe media,sul,direita,judeu
50547066504,classe alta,sul,esquerda,espirita
31712501362,classe alta,centro oeste,centro,catolico
22591352407,classe baixa,norte,esquerda,catolico
39203744060,classe media,sul,esquerda,judeu
95317718038,classe media,centro oeste,esquerda,budista
38857840121,classe alta,sul,direita,espirita
95137179633,classe media,nordeste,centro,catolico
51848528165,classe media,sul,esquerda,budista
98539582981,classe alta,norte,centro,budista
19754022201,classe alta,norte,esquerda,catolico
52111718481,classe alta,sudeste,esquerda,espirita
60572592861,classe alta,norte,esquerda,catolico
99864641987,classe media,centro oeste,direita,judeu
19293327676,classe alta,sul,direita,espirita
40727085502,classe baixa,nordeste,direita,espirita
25435013416,classe media,sudeste,direita,judeu
30059489122,classe media,centro oeste,direita,budista
99545317505,classe alta,nordeste,centro,budista
58301568055,classe alta,centro oeste,esquerda,budista
16915594595,classe baixa,sudeste,esquerda,catolico
67347448634,classe media,sudeste,direita,espirita
84144314978,classe alta,sul,direita,judeu
91327041856,classe alta,centro oeste,centro,catolico
87748847726,classe media,norte,esquerda,budista
35520805609,classe alta,nordeste,direita,judeu
93027570768,classe baixa,norte,esquerda,catolico
10942369247,classe baixa,sudeste,esquerda,judeu
68964825557,classe alta,sudeste,esquerda,budista
46732316587,classe media,norte,centro,budista
22122471171,classe baixa,centro oeste,direita,judeu
70912700923,classe media,nordeste,centro,budista
48884064732,classe alta,nordeste,direita,catolico
83004568001,classe baixa,centro oeste,centro,judeu
32748177940,classe media,sul,esquerda,judeu
47183585684,classe baixa,centro oeste,esquerda,judeu
12364869731,classe media,nordeste,esquerda,budista
67139059295,classe alta,centro oeste,direita,budista
19930314706,classe baixa,sul,centro,espirita
74631217932,classe alta,sudeste,direita,espirita
51882064466,classe media,nordeste,centro,espirita
21900953372,classe baixa,norte,esquerda,judeu
54887293634,classe baixa,norte,centro,espirita
98588294525,classe baixa,centro oeste,esquerda,judeu
72191013328,classe alta,centro oeste,direita,judeu
65040009960,classe media,norte,direita,budista
49437255627,classe alta,sudeste,direita,catolico
60164287168,classe media,sudeste,centro,budista
65049451814,classe alta,nordeste,esquerda,catolico
96260309609,classe baixa,norte,direita,judeu
73431023337,classe baixa,sul,esquerda,judeu
37270294202,classe alta,norte,esquerda,budista
48424424332,classe media,sudeste,centro,catolico
90948675585,classe alta,sudeste,centro,catolico
30265426134,classe media,sul,esquerda,judeu
74228582123,classe media,sudeste,centro,catolico
89991119689,classe alta,nordeste,esquerda,espirita
79020013758,classe alta,sudeste,centro,judeu
45549567279,classe media,centro oeste,centro,espirita
62180537611,classe baixa,sudeste,centro,budista
26331866117,classe media,norte,esquerda,espirita
87810815421,classe media,nordeste,centro,catolico
24266908682,classe alta,centro oeste,centro,espirita
60136638152,classe baixa,sul,centro,catolico
32550588533,classe media,sudeste,direita,espirita
42321372708,classe baixa,nordeste,direita,budista
95298360505,classe baixa,sudeste,direita,espirita
39489680098,classe media,sul,direita,espirita
27855199502,classe baixa,sudeste,esquerda,catolico
49199540357,classe media,norte,centro,budista
67420537020,classe baixa,norte,direita,espirita
32953795802,classe media,sudeste,esquerda,judeu
12398580899,classe media,nordeste,direita,judeu
51845484653,classe baixa,sudeste,esquerda,budista
19869117621,classe baixa,nordeste,centro,catolico
66622181140,classe baixa,sul,centro,espirita
29167535146,classe baixa,nordeste,esquerda,budista
56983196797,classe alta,sul,esquerda,catolico
89300857054,classe baixa,sudeste,esquerda,catolico
83967669734,classe alta,sul,direita,catolico
35484333444,classe media,sudeste,esquerda,budista
48349964830,classe alta,sudeste,direita,judeu
99689995092,classe media,sul,centro,judeu
91537670120,classe alta,nordeste,esquerda,budista
22429349928,classe baixa,sudeste,esquerda,espirita
36605509626,classe alta,sudeste,centro,espirita
70639038394,classe baixa,sul,direita,judeu
82129583532,classe alta,sul,direita,judeu
63473083380,classe alta,centro oeste,esquerda,judeu
51995841263,classe alta,nordeste,esquerda,judeu
30657704906,classe alta,nordeste,direita,catolico
15483012859,classe alta,nordeste,direita,catolico
90709008348,classe media,centro oeste,esquerda,espirita
60253936176,classe alta,centro oeste,direita,catolico
46243588239,classe alta,nordeste,esquerda,budista
59506486087,classe alta,sudeste,centro,judeu
11927321841,classe baixa,centro oeste,centro,espirita
76735282080,classe media,nordeste,direita,catolico
79758257488,classe alta,nordeste,centro,catolico
95127929922,classe alta,sudeste,esquerda,judeu
78501396141,classe baixa,sudeste,direita,judeu
57654151533,classe baixa,centro oeste,centro,budista
28661904090,classe baixa,nordeste,esquerda,catolico
89865671692,classe alta,sul,centro,espirita
94446142738,classe alta,sudeste,direita,budista
39489984975,classe alta,centro oeste,direita,judeu
71576749250,classe alta,sul,esquerda,judeu
67929855016,classe baixa,sudeste,centro,catolico
65990434279,classe alta,sul,esquerda,budista
25843286875,classe baixa,centro oeste,esquerda,catolico
44182788805,classe alta,sul,centro,espirita
39896447007,classe baixa,nordeste,centro,budista
12788507077,classe media,centro oeste,esquerda,catolico
61696644656,classe baixa,sudeste,centro,espirita
26642614424,classe baixa,norte,centro,catolico
88890959217,classe baixa,sudeste,direita,catolico
68570648059,classe baixa,norte,direita,budista
63237068067,classe baixa,centro oeste,centro,espirita
88165726847,classe baixa,centro oeste,direita,catolico
16497788955,classe baixa,sudeste,esquerda,espirita
82705520067,classe media,norte,direita,judeu
99203309945,classe media,norte,direita,catolico
86162275889,classe alta,sul,centro,judeu
90046982662,classe baixa,nordeste,direita,budista
15667726089,classe media,centro oeste,direita,judeu
59391879768,classe baixa,centro oeste,direita,catolico
75000433492,classe media,sudeste,centro,budista
79052505420,classe media,sul,esquerda,catolico
56326954971,classe baixa,norte,centro,espirita
79195082734,classe baixa,centro oeste,direita,budista
98371025387,classe alta,sudeste,esquerda,espirita
28972479179,classe media,centro oeste,esquerda,judeu
